seed,n_qubits,depth_param,circuit_depth,n_cx,n_single_qubit_gates,total_gates,cx_density,noisy_expectation,zne_expectation,fold1,fold3,fold5,ideal_expectation
176,3,7,21,14,21,35,0.4,-0.2753333333333333,-0.3041666666666666,-0.2753333333333333,-0.21933333333333332,-0.16133333333333333,-0.3543235936733335
177,3,7,21,14,21,35,0.4,0.36933333333333335,0.4004444444444444,0.36933333333333335,0.2926666666666667,0.23333333333333334,0.42298750779794375
178,3,7,21,14,21,35,0.4,-0.012666666666666666,-0.018999999999999986,-0.012666666666666666,-0.05,-0.027333333333333334,-0.025588358580107412
179,3,7,21,14,21,35,0.4,0.126,0.14349999999999996,0.126,0.076,0.044,0.13506540227618374
180,3,8,24,16,24,40,0.4,-0.4646666666666667,-0.5164999999999997,-0.4646666666666667,-0.3293333333333333,-0.232,-0.5935846608319105
181,3,8,24,16,24,40,0.4,0.22866666666666666,0.2505555555555554,0.22866666666666666,0.176,0.134,0.28213152457890117
182,3,8,24,16,24,40,0.4,-0.15866666666666668,-0.17050000000000004,-0.15866666666666668,-0.11333333333333333,-0.094,-0.1323731845931458
183,3,8,24,16,24,40,0.4,0.013333333333333334,0.017555555555555546,0.013333333333333334,0.02266666666666667,0.010666666666666666,0.003960772028042514
184,3,8,24,16,24,40,0.4,-0.056,-0.0632222222222222,-0.056,-0.029333333333333333,-0.017333333333333333,-0.06362124341983172
185,3,8,24,16,24,40,0.4,-0.43066666666666664,-0.48016666666666646,-0.43066666666666664,-0.27666666666666667,-0.18866666666666668,-0.5472343047370215
186,3,8,24,16,24,40,0.4,-0.272,-0.28894444444444417,-0.272,-0.19533333333333333,-0.17,-0.2954798469129817
187,3,8,24,16,24,40,0.4,0.284,0.31461111111111106,0.284,0.22666666666666666,0.16466666666666666,0.30695773419243444
188,3,8,24,16,24,40,0.4,-0.18,-0.2008333333333333,-0.18,-0.11666666666666667,-0.07933333333333334,-0.1915335614846947
189,3,8,24,16,24,40,0.4,0.05333333333333334,0.06033333333333331,0.05333333333333334,0.026,0.014666666666666666,0.03598891441455823
190,3,8,24,16,24,40,0.4,0.15733333333333333,0.17449999999999996,0.15733333333333333,0.108,0.07666666666666666,0.1750182381085434
